zip,RMSE_train,RMSE_pure,forecast
1013,5.6101694398341175,30.40719913439459,"[1099.29000686 1101.31699977 1103.36265929 1105.39223906 1107.42169099
 1109.38058827 1111.21983947 1112.902097   1114.39052186 1115.64309006
 1116.32790919 1116.71476051]"
1020,5.710061092494363,55.96183635951479,"[1129.51282008 1131.91120655 1133.19472816 1133.06598493 1132.02823337
 1130.13762313 1127.55269911 1124.47020106 1121.03222724 1117.33893353
 1113.46972194 1107.84714589]"
1040,4.517384408596219,39.07533987026368,"[1098.63882838 1090.00738526 1093.45900104 1096.33550386 1098.65636187
 1100.14396299 1100.59764645 1100.1119159  1098.84522778 1096.84743583
 1094.08157837 1090.60853495]"
1085,5.470372491121111,65.81316584966046,"[1154.41820056 1150.94737548 1147.09137986 1142.84828722 1138.22168324
 1133.26803069 1127.99630742 1122.48390862 1116.84947301 1111.2441936
 1105.82845017 1102.72084963]"
1104,5.611672951739824,46.497224307458666,"[1123.44658149 1113.09541672 1112.27154131 1111.55351996 1110.9638572
 1110.42917318 1109.60060872 1108.73722689 1107.7827571  1106.6852812
 1105.39683089 1103.29033235]"
1108,6.020557458942693,71.98803623141734,"[1176.61089662 1172.02680083 1166.52431326 1160.36334736 1153.89330414
 1147.41458106 1141.1583117  1135.21447897 1129.55706745 1124.13108199
 1118.93454118 1116.85064187]"
1109,5.768012405144352,53.26699898397475,"[1158.94194394 1153.95777321 1152.21974969 1150.4368062  1148.66473709
 1146.95414027 1145.34847319 1143.88217609 1142.57912668 1141.45186358
 1140.50190501 1139.72119503]"
1420,6.817152813392024,89.3634395860517,"[1230.24579593 1227.26001908 1224.30356066 1221.39053331 1218.56102885
 1215.8813708  1213.42012428 1211.22239301 1209.30482341 1207.66702725
 1206.30055248 1204.04809351]"
1440,5.090946133133189,74.52351726023723,"[1196.87449478 1193.23693127 1189.07163307 1183.59750375 1176.24672309
 1167.90296703 1158.70035313 1148.98654839 1139.23855528 1130.16851138
 1121.83099683 1114.36397302]"
1453,6.792132813729932,52.91595658861875,"[1344.65621766 1336.81586451 1329.00314882 1320.05472686 1309.70995183
 1298.17336182 1285.96448446 1274.19877832 1263.68625042 1254.60058566
 1246.69061134 1239.61246041]"
1545,7.094718113318468,76.38378988844755,"[1529.05568169 1529.46010506 1528.55054312 1526.43211695 1523.29384537
 1520.0283451  1515.75994471 1510.91823865 1505.52605806 1499.58337516
 1494.93721064 1492.25598639]"
1550,5.232819178325087,57.165978267161194,"[1254.60343574 1247.11365147 1238.62380516 1229.17594054 1218.86232568
 1207.7843     1195.98757837 1183.41709341 1169.98140008 1155.83488516
 1141.73368874 1128.87428419]"
1602,6.337945812820501,31.67849725181217,"[1404.95368316 1402.81631795 1400.17229439 1396.93755702 1393.01803795
 1388.31561666 1382.74312293 1376.25412274 1371.00168153 1365.18962404
 1358.97471348 1352.80580646]"
1603,7.2843469428102186,40.081395605631045,"[1298.67050976 1298.45124517 1297.79642241 1296.72442282 1295.25954177
 1293.4348588  1291.2949145  1288.89616331 1286.3031774  1283.66544457
 1280.98545258 1278.27655985]"
1604,6.482440900677453,76.1779065269584,"[1347.76138822 1342.92711185 1336.75862209 1329.01044599 1319.66905773
 1309.34338172 1298.60476861 1288.16086503 1278.69951679 1270.72661831
 1264.48624991 1259.98372458]"
1605,7.38899865377793,35.60126853221422,"[1331.02109833 1329.43721487 1327.41569458 1324.96300298 1322.11525381
 1318.93612625 1314.71268701 1310.22490921 1305.56813821 1300.80091188
 1295.96078209 1291.05940954]"
1610,7.448100877512046,65.96032422836619,"[1329.64014733 1325.62585713 1320.77044351 1315.04310867 1308.23886704
 1300.19721403 1290.86856186 1278.60725342 1262.74440566 1246.75749396
 1231.53311925 1217.77804571]"
1702,9.998458480855346,131.3689395784588,"[2253.8291972  2250.93781411 2246.16501485 2241.45915737 2236.80076186
 2231.9952617  2227.33069043 2225.19900027 2224.07839872 2222.92141596
 2221.88199528 2220.82250688]"
1752,10.089592408581117,162.9348965589931,"[2076.42306877 2068.33779682 2058.82332003 2047.80641328 2035.32506858
 2021.5203229  2006.22498181 1989.72432481 1974.11227128 1960.51086161
 1949.48086079 1940.74185099]"
